newsHeadline,sentiment,preprocessed_txt
"Trading code : ELI1V Number of shares : 99,483 Price-share : Gratuitous After the transfer , Elisa holds a total of 10,435,023 own shares .",neutral,trading code eli1v number share 99483 priceshare gratuitous transfer elisa hold total 10435023 share
"`` My wife is looking forward to getting a paycheck again , '' he quipped recently as a six-knot current swirled around his anchored and heavily sponsored jet sled .",neutral,wife looking forward getting paycheck quipped recently sixknot current swirled around anchored heavily sponsored jet sled
"`` That 's a very high figure on the European scale , '' Noop said , recalling however that this also includes beer bought by Finnish tourists .",neutral,high figure european scale noop said recalling however includes beer bought finnish tourist
"`` Tweeple should check who 's following them , and be cautious when clicking on URLs and tinyurls . ''",neutral,tweeple check following cautious clicking url tinyurls
`` We have the most expensive water brand in Finland at the moment . '',neutral,expensive water brand finland moment
15 September 2010 - Finnish electrical components maker Salcomp Oyj ( HEL : SAL1V ) announced today the launch of its latest Twist charger platform .,neutral,15 september 2010 finnish electrical component maker salcomp oyj hel sal1v announced launch latest twist charger platform
"A total of 1,800,000 stock options were issued in the 2003 stock option scheme .",neutral,total 1800000 stock option issued 2003 stock option scheme
"A worm set to activate Friday will corrupt documents using the most common file types , including '' .",neutral,worm set activate friday corrincreaset document using common file type including
"According to Swedish authorities , traces of the very toxic osmium tetroxide have been found on the coast of Per+Æmeri , the Northernmost part of the Gulf of Bothnia .",negative,according swedish authority trace toxic osmium tetroxide found coast peræmeri northernmost part gulf bothnia
Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010 .,negative,finnish airline finnair starting temporary layoff cabin crew february 2010
Finnish energy company Fortum has set itself new stricter target limits for short-term carbon dioxide emissions from its heat and electricity production .,neutral,finnish energy company fortum set new stricter target limit shortterm carbon dioxide emission heat electricity production
"Finnish Food Workers ' Union SEL plans to hasten its collective bargaining with a two-day strike that would begin on 7 April 2010 , in Finland .",negative,finnish food worker union sel plan hasten collective bargaining twoday strike begin 7 april 2010 finland
Finnish Honkarakenne that specialises in the building of log houses is planning to use pine from Russian Karelia .,neutral,finnish honkarakenne specialises building log house planning use pine russian karelia
"Finnish Konecranes is again trying to acquire Italian Fantuzzi , a manufacturer of gantry cranes and reach stackers .",neutral,finnish konecranes trying acquire italian fantuzzi manufacturer gantry crane reach stacker
Finnish M-real 's Kyro mill is starting negotiations to cut staff .,negative,finnish mreal kyro mill starting negotiation cut staff
Finnish Nordic Aluminium is starting employer-employee negotiations in Finland that concern all staff groups .,neutral,finnish nordic aluminium starting employeremployee negotiation finland concern staff groincreases
Finnish publishing and printing group Ilkka-Yhtym+Æ will introduced a staff smoking ban as of the beginning of 2007 at the company 's three newspapers .,neutral,finnish publishing printing groincrease ilkkayhtymæ introduced staff smoking ban beginning 2007 company three newspaper
Finnish Stockmann Group 's mail order unit Hobby Hall has launched a trial marketing campaign in Russia .,neutral,finnish stockmann groincrease mail order unit hobby hall launched trial marketing campaign russia
"Finnish Suominen Flexible Packaging is cutting 48 jobs in its unit in Tampere and two in Nastola , in Finland .",negative,finnish suominen flexible packaging cutting 48 job unit tampere two nastola finland
"In Finland , media group Talentum will start personnel negotiations to cut staff in parent company Talentum and publishing unit Talentum media .",negative,finland medium groincrease talentum start personnel negotiation cut staff parent company talentum publishing unit talentum medium
"According to Laavainen , Raisio 's food marketing used to be reactive and inconsistent .",negative,according laavainen raisio food marketing used reactive inconsistent
"According to the prosecutor , the share transactions were carried out after HK Ruokatalo had proceeded in the negotiations concerning the acquisition of Swedish Meats .",neutral,according prosecutor share transaction carried hk ruokatalo proceeded negotiation concerning acquisition swedish meat
"According to Tiimari , consumers are advised to cut away the rabbits bow tie that contains the formadehyde and dispose of it .",neutral,according tiimari consumer advised cut away rabbit bow tie contains formadehyde dispose
All other charges were dismissed .,neutral,charge dismissed
"Alpina Sports is a Lebanon , New Hampshire USA based distributor of e.g. Alpina ski shoes and skis , Exel ski poles , Start ski waxes and now also Peltonen cross-country skis .",neutral,alpina sport lebanon new hampshire usa based distributor eg alpina ski shoe ski exel ski pole start ski wax peltonen crosscountry ski
Among the biggest Christmas sellers were a  35 satin bow shift dress styled on outfits worn by Victoria Beckham and a  75 Paris Hilton Prom dress .,neutral,among biggest christmas seller 35 satin bow shift dress styled outfit worn victoria beckham 75 paris hilton prom dress
"Among the Scandinavian companies present in St. Petersburg , is also named the Swedish concern NCC , which implements projects in the field of asphalt production , road and housing construction ( project Swedish Krona ) .",neutral,among scandinavian company present st petersburg named swedish concern ncc implement project field asphalt production road housing construction project swedish krona
An international conference call and audio webcast concerning the financial result January-March 2010 will begin at 14.00 EET .,neutral,international conference call audio webcast concerning financial result januarymarch 2010 begin 1400 eet
Another problem is cola-flavoured long drinks .,neutral,another problem colaflavoured long drink
Antniemi refuted a report by the Finnish daily Turun Sanomat as if the company was reorganizing its operations in the Baltic countries .,neutral,antniemi refuted report finnish daily turun sanomat company reorganizing operation baltic country
"Antti Orkola , president of Kemira GrowHow 's Industrial Solutions unit , told Thomson Financial News the company has put off opening the mine as prices of phosphate have been ` quite depressed for a long time ' . '",negative,antti orkola president kemira growhow industrial solution unit told thomson financial news company put opening mine price phosphate quite depressed long time
Applying for summer work is seen as laborious and stressful .,negative,applying summer work seen laborious stressful
ArcelorMittal Chief Executive Officer Lakshmi Mittal has already cut output at some furnaces .,negative,arcelormittal chief executive officer lakshmi mittal already cut output furnace
"As a part of the plan , the Board of Directors decided to transfer a maximum of 330,000 shares held by the company in a share issue against payment directed to Aspo Management Oy , a holding company acquired by the management .",neutral,part plan board director decided transfer maximum 330000 share held company share issue payment directed aspo management oy holding company acquired management
